alpha,beta,direction,x,y
1,0.4,<-,0.95,0.0
alpha,beta,direction,x,y
1,0.6,->,0.0,0.09060732619999999
1,0.6,->,0.05,0.056151689500000004
1,0.6,->,0.1,0.041469474
1,0.6,->,0.15,0.0017737715
1,0.6,->,0.2,0.049600143099999994
1,0.6,->,0.25,0.0113106829
1,0.6,->,0.3,0.006185949499999999
1,0.6,->,0.35,0.0042063365
1,0.6,->,0.4,1.78932e-05
1,0.6,->,0.45,6.355399999999999e-06
1,0.6,->,0.5,0.0010746656
1,0.6,->,0.55,0.0022912660999999997
1,0.6,->,0.6,0.0005568357
1,0.6,->,0.65,9.8381e-06
1,0.6,->,0.7,4.64393e-05
1,0.6,->,0.75,0.0
1,0.6,->,0.8,0.0022307356
1,0.6,->,0.85,0.0011320457000000002
1,0.6,->,0.9,0.0
1,0.6,->,0.95,0.0
alpha,beta,direction,x,y
1,0.6,<-,0.0,0.0706618847
1,0.6,<-,0.05,0.0456368149
1,0.6,<-,0.1,0.0663050063
1,0.6,<-,0.15,0.038111801800000004
1,0.6,<-,0.2,0.0518938244
1,0.6,<-,0.25,0.0104115642
1,0.6,<-,0.3,0.0005986489
1,0.6,<-,0.35,0.0001832141
1,0.6,<-,0.4,0.0087010856
1,0.6,<-,0.45,0.0002921971
1,0.6,<-,0.5,6.85086e-05
1,0.6,<-,0.55,8e-10
1,0.6,<-,0.6,0.0046932657
1,0.6,<-,0.65,2.915e-07
1,0.6,<-,0.7,1.9955e-06
1,0.6,<-,0.75,8.731000000000001e-07
1,0.6,<-,0.8,0.0070116859
1,0.6,<-,0.85,0.0
1,0.6,<-,0.9,0.0
1,0.6,<-,0.95,3.9409999999999996e-07
alpha,beta,direction,x,y
1,0.8,->,0.0,0.9999999969
1,0.8,->,0.05,0.9999999869
1,0.8,->,0.1,0.23467524239999998
1,0.8,->,0.15,0.104434581
1,0.8,->,0.2,0.0496625425
1,0.8,->,0.25,0.040664346000000004
1,0.8,->,0.3,0.0326869477
1,0.8,->,0.35,0.0206179407
1,0.8,->,0.4,0.0342792447
1,0.8,->,0.45,0.0227162457
1,0.8,->,0.5,0.0030634339000000003
1,0.8,->,0.55,0.0007612027
1,0.8,->,0.6,8.1082e-06
1,0.8,->,0.65,0.0008207139
1,0.8,->,0.7,1.0346e-06
1,0.8,->,0.75,0.0
1,0.8,->,0.8,7.04199e-05
1,0.8,->,0.85,0.0
1,0.8,->,0.9,4.1659999999999996e-07
1,0.8,->,0.95,0.0
alpha,beta,direction,x,y
1,0.8,<-,0.0,1.0
1,0.8,<-,0.05,0.9999538122
1,0.8,<-,0.1,0.2345310983
1,0.8,<-,0.15,0.09063736369999999
1,0.8,<-,0.2,0.057746926100000005
1,0.8,<-,0.25,0.06241494349999999
1,0.8,<-,0.3,0.0481828208
1,0.8,<-,0.35,0.0504421775
1,0.8,<-,0.4,0.0268882077
1,0.8,<-,0.45,0.0011502353
1,0.8,<-,0.5,0.0013927861999999999
1,0.8,<-,0.55,0.0011923747
1,0.8,<-,0.6,0.0030318611
1,0.8,<-,0.65,0.0006321793
1,0.8,<-,0.7,2e-10
1,0.8,<-,0.75,0.0
1,0.8,<-,0.8,1.7000000000000001e-09
1,0.8,<-,0.85,3e-10
1,0.8,<-,0.9,2e-10
1,0.8,<-,0.95,0.0
alpha,beta,direction,x,y
1,1,->,0.0,1.0
1,1,->,0.05,0.9999999901000001
1,1,->,0.1,1.0
1,1,->,0.15,1.0
1,1,->,0.2,0.9999997145999999
1,1,->,0.25,0.9087203684
1,1,->,0.3,0.1301585241
1,1,->,0.35,0.10193431859999999
1,1,->,0.4,0.0778267344
1,1,->,0.45,0.0357914792
1,1,->,0.5,0.0187502138
1,1,->,0.55,0.0163737316
1,1,->,0.6,0.007772205999999999
1,1,->,0.65,0.0002807205
1,1,->,0.7,0.0012751441
1,1,->,0.75,1.82328e-05
1,1,->,0.8,1.465e-07
1,1,->,0.85,5.0567e-06
1,1,->,0.9,0.0014466421
1,1,->,0.95,0.0
alpha,beta,direction,x,y
1,1,<-,0.0,1.0
1,1,<-,0.05,1.0
1,1,<-,0.1,1.0
1,1,<-,0.15,0.9999999998000001
1,1,<-,0.2,0.9999999849
1,1,<-,0.25,0.42065203799999995
1,1,<-,0.3,0.1489002455
1,1,<-,0.35,0.0696419992
1,1,<-,0.4,0.0384588107
1,1,<-,0.45,0.0365434319
1,1,<-,0.5,0.0329143124
1,1,<-,0.55,0.0245123439
1,1,<-,0.6,0.0002924437
1,1,<-,0.65,0.0046519267
1,1,<-,0.7,0.00017917990000000002
1,1,<-,0.75,4.3153000000000005e-05
1,1,<-,0.8,7.906999999999999e-07
1,1,<-,0.85,1.2281e-06
1,1,<-,0.9,1.5e-09
1,1,<-,0.95,3.88e-08
